datetime,port,bench,excess
2017-01-04,1.000219082509672,1.007803175154687,0.9924746291418948
2017-01-05,1.0003118320943774,1.0076476066105484,0.9927199008184552
2017-01-06,0.9998800761189175,1.0016276157371429,0.9982553000828164
2017-01-09,1.0004596627817284,1.0064836818832894,0.9940147871147904
2017-01-10,1.000000033028279,1.0047992089630478,0.9952237463047752
2017-01-11,0.9983266315876682,0.99768715355064,1.0006409604801991
2017-01-12,0.9968120248804629,0.9926366091974451,1.004206388968863
2017-01-13,0.9959788832118849,0.9933218399096622,1.0026749067577778
2017-01-16,0.993915472063255,0.9931841487782119,1.0007363420831301
2017-01-17,0.9948525939519851,0.9952516890824883,0.9995990008006205
2017-01-18,0.9950831580310389,0.9991442678459869,0.9959354119863959
2017-01-19,0.9935357394576454,0.9961283132717212,0.9973973495386746
2017-01-20,0.9967518977726784,1.003787908264896,0.9929905406966102
2017-01-23,0.9990967499463628,1.0065375244438564,0.9926075538002372
2017-01-24,0.9984892071883028,1.0066482241875223,0.9918948677371335
2017-01-25,0.9998651346727296,1.0100740973186053,0.9898928576893745
2017-01-26,1.001914803223737,1.0136824602741104,0.9883911801658369
2017-02-03,0.9999242659474803,1.0066602125701485,0.9933086193945518
2017-02-06,1.0022123958528069,1.0092692632101283,0.9930079438514989
2017-02-07,1.0016422394634408,1.007016288566399,0.9946633940642522
2017-02-08,1.005535843853511,1.012285217784394,0.9933325373004502
2017-02-09,1.0079647079514775,1.0161747819253608,0.9919206084229648
2017-02-10,1.0102850251260456,1.0213210931245644,0.9891943208920166
2017-02-13,1.0140181384826659,1.0281398888613835,0.9862647578099933
2017-02-14,1.0154914800708823,1.0279962385923704,0.9878357935058101
2017-02-15,1.0102413593411512,1.0237805343579685,0.9867753150578235
2017-02-16,1.014276455027931,1.029531172213537,0.9851828506048946
2017-02-17,1.009166809845586,1.0236997004096169,0.9858035607920801
2017-02-20,1.0193129860739303,1.0386448668795267,0.9813874006197358
2017-02-21,1.024065165801269,1.0420647107655463,0.9827270372191627
2017-02-22,1.026462752253294,1.0441411547224164,0.9830689534751438
2017-02-23,1.0209427361928818,1.0392222722556084,0.9824103692244285
2017-02-24,1.0225638621040987,1.0393808554222788,0.9838201817645105
2017-02-27,1.0159908134602131,1.0311139191502072,0.9853332348549249
2017-02-28,1.0191319098212364,1.033085692608475,0.9864931022788571
2017-03-01,1.0216644805605495,1.0347701655287167,0.98733468995845
2017-03-02,1.0138968743958643,1.0277868274876647,0.9864855700420356
2017-03-03,1.012389628329295,1.0256205758223487,0.9870995689780844
2017-03-06,1.0198406174417523,1.031191738476027,0.988992230435195
2017-03-07,1.020729060030528,1.033429780222099,0.987710127543604
2017-03-08,1.0177794630655295,1.031864910698117,0.9863495235795372
2017-03-09,1.0089773084762985,1.0253453337744496,0.9840365730851889
2017-03-10,1.0077626291532518,1.025629549582443,0.9825795576614721
2017-03-13,1.0181706103298467,1.034668439545145,0.984054960425244
2017-03-14,1.01695159479017,1.034246602713202,0.9832776749010719
2017-03-15,1.0171595002816827,1.0363260612926037,0.9815052793451756
2017-03-16,1.024846234940912,1.0416727397289176,0.9838466495798052
2017-03-17,1.0123371930085532,1.0309913011314153,0.9819066289866937
